ID,IS_HCP,TAXONOMY
127820,0.0,2084N0400X
127821,1.0,2084P0800X
127822,0.0,2084N0400X
127823,0.0,2084N0400X
127824,0.0,2084P0800X
127825,0.0,2084N0400X
127826,1.0,2084P0800X
127827,0.0,2084P0800X
127828,0.0,2084P0800X
127829,0.0,2084N0400X
127830,0.0,2084P0800X
127831,0.0,2084N0400X
127832,0.0,2084N0400X
127833,1.0,2084N0400X
127834,1.0,2084N0400X
127835,0.0,2084P0800X
127836,1.0,2084P0800X
127837,0.0,2084P0800X
127838,0.0,2084P0800X
127839,0.0,2084P0800X
127840,0.0,2084N0400X
127841,0.0,2084N0400X
127842,0.0,2084P0800X
127843,1.0,207L00000X
127844,0.0,2084P0800X
127845,0.0,2084P0800X
127846,1.0,2084N0400X
127847,1.0,2084N0400X
127848,0.0,2084N0400X
127849,1.0,2084N0400X
127850,0.0,2084P0800X
127851,0.0,2084N0400X
127852,0.0,207Q00000X
127853,0.0,2084N0400X
127854,0.0,2084P0800X
127855,1.0,207T00000X
127856,0.0,2084P0800X
127857,0.0,207Q00000X
127858,1.0,2084N0400X
127859,0.0,2084P0800X
127860,0.0,2084P0800X
127861,0.0,2084N0400X
127862,0.0,174400000X
127863,0.0,2084N0400X
127864,0.0,2084P0800X
127865,0.0,2084P0800X
127866,0.0,2084N0400X
127867,1.0,2084P0800X
127868,0.0,363A00000X
127869,0.0,2084P0800X
127870,0.0,2084P0800X
127871,1.0,207RP1001X
127872,0.0,207R00000X
127873,1.0,207RG0100X
127874,0.0,2084P0800X
127875,1.0,207RG0100X
127876,0.0,2084P0800X
127877,0.0,2084P0800X
127878,0.0,207R00000X
127879,0.0,2084P0800X
127880,1.0,208000000X
127881,1.0,2084N0400X
127882,0.0,2084P0800X
127883,0.0,2084P0800X
127884,1.0,2084P0800X
127885,0.0,207Q00000X
127886,1.0,207RG0100X
127887,0.0,2084P0800X
127888,0.0,2084P0800X
127889,0.0,207Q00000X
127890,0.0,2084P0800X
127891,1.0,2084N0400X
127892,0.0,2084P0800X
127893,0.0,207Q00000X
127894,1.0,2084N0400X
127895,0.0,2084P0800X
127896,1.0,2084P0800X
127897,1.0,2084N0400X
127898,0.0,363A00000X
127899,0.0,2084P0800X
127900,1.0,2084N0400X
127901,1.0,2084P0800X
127902,1.0,207RG0100X
127903,0.0,2084N0400X
127904,0.0,2084N0400X
127905,0.0,2084P0800X
127906,1.0,2084N0400X
127907,0.0,2084P0800X
127908,0.0,2084N0400X
127909,1.0,2084P0800X
127910,0.0,2084N0400X
127911,0.0,2084P0800X
127912,0.0,2084P0800X
127913,1.0,2084N0400X
127914,0.0,363A00000X
127915,1.0,2084P0800X
127916,1.0,207Q00000X
127917,1.0,2084P0800X
127918,0.0,2084P0800X
127919,0.0,2084N0400X
127920,1.0,2084N0402X
127921,1.0,2084P0800X
127922,0.0,2084N0400X
127923,0.0,2084N0400X
127924,1.0,2084N0400X
127925,1.0,2084P0800X
127926,1.0,2084P0800X
127927,0.0,2084P0800X
127928,0.0,2084P0800X
127929,0.0,2084N0400X
127930,1.0,2084P0800X
127931,0.0,207Q00000X
127932,0.0,2084P0800X
127933,1.0,2084N0400X
127934,0.0,2084P0800X
127935,0.0,2084N0400X
127936,1.0,2084P0800X
127937,0.0,363A00000X
127938,0.0,2084P0800X
127939,0.0,2084P0800X
127940,0.0,2084N0400X
127941,0.0,207Q00000X
127942,0.0,2084P0800X
127943,0.0,2084P0800X
127944,0.0,2084P0800X
127945,0.0,2084P0800X
127946,0.0,2084N0400X
127947,0.0,2084P0800X
127948,1.0,2084N0400X
127949,1.0,208000000X
127950,0.0,2084P0800X
127951,0.0,2084P0800X
127952,0.0,2084P0800X
127953,0.0,2084N0400X
127954,0.0,2084P0800X
127955,1.0,2084N0400X
127956,0.0,2084P0800X
127957,0.0,2084P0800X
127958,0.0,2084P0800X
127959,0.0,2084P0800X
127960,0.0,2084P0800X
127961,1.0,2084P0800X
127962,0.0,2084N0400X
127963,1.0,2084N0400X
127964,1.0,207RG0100X
127965,0.0,207Q00000X
127966,0.0,207Q00000X
127967,1.0,2084N0400X
127968,0.0,2084P0800X
127969,1.0,2084N0400X
127970,0.0,2084P0800X
127971,0.0,2084P0800X
127972,0.0,2084P0800X
127973,0.0,2084P0800X
127974,0.0,2084P0800X
127975,1.0,2084N0400X
127976,1.0,2084N0400X
127977,1.0,2084P0800X
127978,0.0,2084P0800X
127979,0.0,2084P0800X
127980,0.0,2084P0800X
127981,1.0,2084P0800X
127982,0.0,2084N0400X
127983,1.0,207RG0100X
127984,0.0,2084P0800X
127985,0.0,207Q00000X
127986,0.0,2084P0800X
127987,0.0,2084P0800X
127988,1.0,2084P0800X
127989,0.0,207Q00000X
127990,0.0,2084N0400X
127991,0.0,2084P0800X
127992,0.0,2084P0800X
127993,0.0,2084P0800X
127994,0.0,2084P0800X
127995,0.0,2084P0800X
127996,0.0,207R00000X
127997,0.0,2084N0400X
127998,1.0,207RG0100X
127999,0.0,2084P0800X
128000,0.0,174400000X
128001,0.0,2084P0800X
128002,0.0,2084N0400X
128003,0.0,2084P0800X
128004,0.0,2084P0800X
128005,0.0,207Q00000X
128006,0.0,2084P0800X
128007,0.0,2084P0800X
128008,1.0,2084N0400X
128009,0.0,2084P0800X
128010,0.0,2084P0800X
128011,0.0,2084P0800X
128012,1.0,2084P0800X
128013,1.0,207Q00000X
128014,1.0,2084P0800X
128015,0.0,2084N0400X
128016,0.0,2084P0800X
128017,0.0,2084P0800X
128018,1.0,2084P0800X
128019,1.0,208000000X
128020,0.0,207Q00000X
128021,1.0,2084P0800X
128022,0.0,2084P0800X
128023,0.0,207Q00000X
128024,0.0,2084N0400X
128025,1.0,2084P0800X
128026,0.0,2084P0800X
128027,0.0,2084P0800X
128028,0.0,207Q00000X
128029,1.0,207RI0200X
128030,0.0,2084P0800X
128031,1.0,2084P0800X
128032,1.0,2084N0400X
128033,0.0,2084P0800X
128034,0.0,2084P0800X
128035,1.0,2084N0400X
128036,0.0,2084P0800X
128037,0.0,2084P0800X
128038,1.0,2084N0400X
128039,0.0,2084N0400X
128040,0.0,2084N0400X
128041,0.0,2084P0800X
128042,0.0,2084P0800X
128043,0.0,2084P0800X
128044,0.0,2084N0400X
128045,0.0,2084P0800X
128046,0.0,207RP1001X
128047,0.0,2084P0800X
128048,1.0,2084N0400X
128049,1.0,2084N0400X
128050,1.0,2084N0400X
128051,0.0,2084P0800X
128052,1.0,2084P0800X
128053,1.0,2084P0800X
128054,1.0,2084P0800X
128055,0.0,2084P0800X
128056,0.0,2084P0800X
128057,1.0,2084N0400X
128058,0.0,2084P0800X
128059,1.0,2084P0800X
128060,1.0,2084P0800X
128061,0.0,207Q00000X
128062,1.0,208000000X
128063,1.0,207RG0100X
128064,1.0,2084N0400X
128065,1.0,2084P0800X
128066,0.0,2084P0800X
128067,1.0,207RG0100X
128068,1.0,2084P0800X
128069,1.0,2084P0800X
128070,0.0,2084P0800X
128071,0.0,2084P0800X
128072,0.0,2084P0800X
128073,1.0,207N00000X
128074,0.0,2084P0800X
128075,0.0,2084N0400X
128076,1.0,2084P0800X
128077,0.0,2084P0800X
128078,0.0,2084N0400X
128079,0.0,2084P0800X
128080,0.0,207R00000X
128081,0.0,2084P0800X
128082,0.0,2084N0400X
128083,1.0,2084P0800X
128084,0.0,2084P0800X
128085,1.0,2084P0800X
128086,0.0,2084P0800X
128087,1.0,2084N0400X
128088,0.0,2084N0400X
128089,0.0,2084P0800X
128090,1.0,2084P0800X
128091,0.0,2084P0800X
128092,0.0,174400000X
128093,0.0,2084N0400X
128094,0.0,2084N0400X
128095,0.0,2084N0400X
128096,1.0,2084P0800X
128097,1.0,2084N0400X
128098,0.0,207R00000X
128099,1.0,2084N0400X
128100,0.0,207R00000X
128101,0.0,2084P0800X
128102,1.0,2084P0800X
128103,0.0,2084P0800X
128104,1.0,2084P0800X
128105,0.0,2084P0800X
128106,0.0,2084P0800X
128107,0.0,2084P0800X
128108,0.0,2084P0800X
128109,0.0,2084P0800X
128110,0.0,2084P0800X
128111,0.0,2084P0800X
128112,1.0,207RG0100X
128113,0.0,2084P0800X
128114,0.0,2084P0800X
128115,1.0,2084P0800X
128116,0.0,2084P0800X
128117,0.0,2084P0800X
128118,1.0,2084P0800X
128119,0.0,2084P0800X
128120,1.0,208000000X
128121,0.0,2084P0800X
128122,0.0,2084P0800X
128123,1.0,2084P0800X
128124,0.0,2084N0400X
128125,1.0,2084P0800X
128126,0.0,2084N0400X
128127,1.0,2084P0800X
128128,1.0,2084P0800X
128129,1.0,207RG0100X
128130,0.0,2084N0400X
128131,0.0,2084P0800X
128132,1.0,207Q00000X
128133,0.0,2084N0400X
128134,0.0,2084N0400X
128135,0.0,2084P0800X
128136,1.0,2084N0400X
128137,0.0,2084P0800X
128138,0.0,2084N0400X
128139,0.0,2084P0800X
128140,0.0,2084N0400X
128141,0.0,207Q00000X
128142,0.0,2084P0800X
128143,0.0,2084P0800X
128144,0.0,2084P0800X
128145,1.0,2084P0800X
128146,1.0,363LF0000X
128147,1.0,2084P0800X
128148,1.0,2084P0800X
128149,0.0,2084N0400X
128150,1.0,2085R0001X
128151,0.0,207T00000X
128152,0.0,2084P0800X
128153,1.0,2084P0800X
128154,0.0,2084N0400X
128155,0.0,2084P0800X
128156,0.0,2084N0400X
128157,0.0,2084P0800X
128158,0.0,2084P0800X
128159,0.0,2084P0800X
128160,0.0,2084P0800X
128161,0.0,2084N0400X
128162,0.0,2084P0800X
128163,0.0,2084N0400X
128164,0.0,2084P0800X
128165,0.0,2084P0800X
128166,0.0,2084N0400X
128167,0.0,2084P0800X
128168,0.0,2084P0804X
128169,1.0,2084P0800X
128170,1.0,2084N0400X
128171,1.0,2084N0400X
128172,0.0,207Q00000X
128173,1.0,207P00000X
128174,1.0,2084N0400X
128175,1.0,2084N0400X
128176,0.0,2084P0800X
128177,1.0,2084P0800X
128178,0.0,2084P0800X
128179,0.0,207Q00000X
128180,0.0,2084P0800X
128181,0.0,2084P0800X
128182,0.0,2084P0800X
128183,0.0,2084P0800X
128184,0.0,207Q00000X
128185,0.0,2084P0800X
128186,1.0,2084N0400X
128187,1.0,2084N0400X
128188,1.0,2084P0800X
128189,0.0,2084P0800X
128190,0.0,2084P0800X
128191,0.0,2084P0800X
128192,0.0,2084P0800X
128193,0.0,2084P0800X
128194,0.0,2084P0800X
128195,0.0,2084P0800X
128196,0.0,2084P0800X
128197,0.0,2084P0800X
128198,0.0,2084N0400X
128199,0.0,2084N0400X
128200,0.0,2084N0400X
128201,0.0,2084P0800X
128202,0.0,174400000X
128203,0.0,2084P0800X
128204,1.0,2084N0400X
128205,1.0,207R00000X
128206,0.0,207Q00000X
128207,1.0,2084N0400X
128208,0.0,207R00000X
128209,0.0,2084N0400X
128210,0.0,2084N0400X
128211,0.0,2084P0800X
128212,0.0,2084P0800X
128213,1.0,2085R0001X
128214,0.0,2084P0800X
128215,0.0,2084P0800X
128216,1.0,2084N0400X
128217,1.0,2084N0400X
128218,0.0,207R00000X
128219,1.0,2084P0800X
128220,0.0,2084N0400X
128221,0.0,2084P0800X
128222,1.0,2084P0800X
128223,1.0,2084P0800X
128224,1.0,2084P0800X
128225,0.0,2084P0800X
128226,0.0,207R00000X
128227,0.0,2084P0800X
128228,0.0,2084P0800X
128229,0.0,2084P0800X
128230,0.0,2084N0400X
128231,0.0,2084P0800X
128232,0.0,2084P0800X
128233,0.0,2084P0800X
128234,0.0,2084N0400X
128235,1.0,2084P0800X
128236,0.0,2084N0400X
128237,0.0,2084N0400X
128238,1.0,2084P0800X
128239,1.0,207RG0100X
128240,0.0,2084N0400X
128241,0.0,2084P0800X
128242,1.0,2084P0800X
128243,0.0,2084P0800X
128244,1.0,207R00000X
128245,0.0,2084P0800X
128246,0.0,2084N0400X
128247,1.0,2084N0400X
128248,0.0,2084P0800X
128249,1.0,2084P0800X
128250,1.0,2084N0400X
128251,0.0,2084P0800X
128252,1.0,2084P0800X
128253,0.0,2084P0800X
128254,1.0,207Q00000X
128255,1.0,2084N0400X
128256,1.0,2084P0800X
128257,1.0,208000000X
128258,0.0,2084P0800X
128259,0.0,2084P0800X
128260,0.0,2084P0800X
128261,0.0,2084P0800X
128262,0.0,2084P0800X
128263,0.0,2084N0400X
128264,0.0,2084N0400X
128265,0.0,2084P0800X
128266,0.0,2084N0400X
128267,0.0,2084P0800X
128268,0.0,2084N0400X
128269,1.0,2084P0800X
128270,0.0,2084P0800X
128271,0.0,2084P0800X
128272,0.0,2084P0800X
128273,0.0,2084P0800X
128274,1.0,2084P0800X
128275,0.0,207RP1001X
128276,0.0,174400000X
128277,0.0,2084P0800X
128278,0.0,2084P0800X
128279,0.0,207Q00000X
128280,0.0,2084P0800X
128281,0.0,2084P0800X
128282,1.0,2084P0804X
128283,0.0,2084P0800X
128284,0.0,2084P0800X
128285,0.0,2084N0400X
128286,0.0,2084P0800X
128287,0.0,2084P0800X
128288,0.0,2084N0400X
128289,1.0,2084N0400X
128290,0.0,2084P0800X
128291,1.0,207RG0100X
128292,1.0,2084P0800X
128293,0.0,2084P0800X
128294,1.0,2084N0400X
128295,0.0,2084P0800X
128296,0.0,2084N0400X
128297,0.0,2084P0800X
128298,0.0,2084P0800X
128299,1.0,2084P0800X
128300,1.0,2084N0400X
128301,1.0,207Q00000X
128302,0.0,2084N0400X
128303,0.0,207Q00000X
128304,1.0,2084N0400X
128305,0.0,2084P0800X
128306,0.0,2084N0400X
128307,1.0,2084P0800X
128308,1.0,2085R0001X
128309,0.0,2084P0800X
128310,0.0,2084N0400X
128311,0.0,2084N0400X
128312,0.0,2084P0800X
128313,1.0,2084P0800X
128314,0.0,207Q00000X
128315,0.0,2084P0800X
128316,1.0,2084N0400X
128317,1.0,2084P0800X
128318,0.0,2084P0800X
128319,0.0,2084P0800X
128320,0.0,207R00000X
128321,0.0,2084N0400X
128322,0.0,2084P0800X
128323,0.0,2084N0400X
128324,0.0,2084P0800X
128325,0.0,363LA2100X
128326,0.0,2084P0800X
128327,0.0,2084P0800X
128328,1.0,2084N0400X
128329,1.0,2084P0800X
128330,1.0,2084P0800X
128331,0.0,2084P0800X
128332,0.0,2084P0800X
128333,0.0,207Q00000X
128334,0.0,2084P0800X
128335,1.0,2084N0400X
128336,1.0,2084N0400X
128337,0.0,2084P0800X
128338,0.0,2084P0800X
128339,0.0,2084P0800X
128340,0.0,2084N0400X
128341,1.0,207RG0100X
128342,0.0,2084P0800X
128343,0.0,2084N0400X
128344,0.0,2084P0800X
128345,0.0,2084P0800X
128346,1.0,2084P0800X
128347,0.0,2084P0800X
128348,0.0,2084P0800X
128349,1.0,207RG0100X
128350,1.0,2084P0800X
128351,0.0,2084P0800X
128352,1.0,207Q00000X
128353,0.0,2084P0800X
128354,0.0,2084P0800X
128355,0.0,363A00000X
128356,0.0,2255A2300X
128357,0.0,2084P0800X
128358,0.0,207Q00000X
128359,1.0,2084P0800X
128360,0.0,2084P0800X
128361,0.0,2084N0400X
128362,1.0,2084P0800X
128363,0.0,2084P0800X
128364,0.0,2084P0800X
128365,0.0,2084P0800X
128366,1.0,2084P0800X
128367,1.0,2084P0800X
128368,0.0,2084P0800X
128369,0.0,2084P0800X
128370,0.0,2084N0400X
128371,0.0,2084N0400X
128372,0.0,2084P0800X
128373,0.0,2084P0800X
128374,1.0,2084N0400X
128375,1.0,2084P0800X
128376,0.0,2084P0800X
128377,0.0,2084P0800X
128378,1.0,2084P0800X
128379,0.0,2084P0800X
128380,0.0,2084N0400X
128381,0.0,2084P0800X
128382,1.0,2084N0400X
128383,0.0,2084P0800X
128384,0.0,2084N0400X
128385,0.0,2084P0800X
128386,1.0,207R00000X
128387,1.0,2084P0800X
128388,0.0,2084P0800X
128389,1.0,2084P0800X
128390,0.0,2084N0400X
128391,0.0,2084N0400X
128392,0.0,207Q00000X
128393,0.0,2084P0800X
128394,0.0,207Q00000X
128395,1.0,2084N0400X
128396,0.0,2084N0400X
128397,1.0,2084P0800X
128398,1.0,2084P0800X
128399,0.0,2084P0800X
128400,0.0,2084P0800X
128401,0.0,2084N0400X
128402,0.0,2084P0800X
128403,0.0,2084N0400X
128404,1.0,2084P0800X
128405,1.0,2084P0800X
128406,0.0,2084N0400X
128407,0.0,2084P0800X
128408,0.0,2084P0800X
128409,1.0,2084P0800X
128410,0.0,2084P0800X
128411,0.0,2084P0800X
128412,0.0,2084P0800X
128413,1.0,2084N0400X
128414,0.0,2084N0400X
128415,0.0,2084P0800X
128416,0.0,2084N0400X
128417,1.0,2084P0800X
128418,0.0,2084P0800X
128419,0.0,2084P0800X
128420,0.0,207Q00000X
128421,0.0,2084N0400X
128422,0.0,2084P0800X
128423,0.0,2084P0800X
128424,0.0,2084P0800X
128425,0.0,2084P0800X
128426,0.0,2084P0800X
128427,0.0,2084P0800X
128428,1.0,2084N0400X
128429,0.0,2084P0800X
128430,0.0,390200000X
128431,0.0,2084P0800X
128432,0.0,2084P0800X
128433,0.0,2084P0800X
128434,1.0,2084N0400X
128435,0.0,2084N0400X
128436,0.0,2084N0400X
128437,0.0,2084P0800X
128438,0.0,2084P0800X
128439,0.0,2084P0800X
128440,1.0,207RG0100X
128441,0.0,2084P0800X
128442,1.0,207RS0012X
128443,1.0,2084N0400X
128444,0.0,2084P0800X
128445,0.0,2084N0400X
128446,0.0,2084P0800X
128447,0.0,2084P0800X
128448,0.0,207Q00000X
128449,0.0,2084N0400X
128450,0.0,363LA2100X
128451,0.0,2084P0800X
128452,0.0,2084P0800X
128453,0.0,2084P0800X
128454,0.0,2084P0800X
128455,1.0,2084P0800X
128456,0.0,2084P0800X
128457,0.0,2084P0800X
128458,1.0,2084P0800X
128459,0.0,2084N0400X
128460,1.0,2084P0800X
128461,1.0,2084N0400X
128462,1.0,207RG0100X
128463,0.0,2084P0800X
128464,0.0,2084P0800X
128465,0.0,2084P0800X
128466,0.0,2084P0800X
128467,1.0,207R00000X
128468,0.0,2084P0800X
128469,0.0,2084P0800X
128470,0.0,2084P0800X
128471,0.0,2084P0800X
128472,0.0,2084P0800X
128473,0.0,2084P0800X
128474,0.0,2084P0800X
128475,0.0,2084P0800X
128476,0.0,2084P0800X
128477,0.0,2084P0800X
128478,0.0,2084P0800X
128479,0.0,2084P0800X
128480,0.0,207R00000X
128481,0.0,2084P0800X
128482,0.0,2084P0800X
128483,0.0,207Q00000X
128484,1.0,2084N0400X
128485,1.0,207RG0100X
128486,0.0,2084P0800X
128487,1.0,2084P0800X
128488,1.0,2084P0800X
128489,0.0,2084P0800X
128490,0.0,2084N0400X
128491,0.0,2084P0800X
128492,0.0,2084P0800X
128493,0.0,2084P0800X
128494,0.0,2084P0800X
128495,1.0,2084P0800X
128496,1.0,2084P0800X
128497,0.0,2084P0800X
128498,1.0,2084P0800X
128499,0.0,207Q00000X
128500,0.0,2084P0800X
128501,0.0,2084N0400X
128502,1.0,2084P0800X
128503,0.0,2084P0800X
128504,0.0,2084P0800X
128505,0.0,2084P0800X
128506,1.0,2084N0400X
128507,0.0,2084P0800X
128508,0.0,2084P0800X
128509,1.0,2084P0800X
128510,0.0,2084N0400X
128511,0.0,2084P0800X
128512,1.0,2084N0400X
128513,0.0,2084P0800X
128514,0.0,2084P0800X
128515,0.0,2084P0800X
128516,1.0,207RG0100X
128517,0.0,2084P0800X
128518,0.0,2084P0800X
128519,0.0,2084P0800X
128520,0.0,2084P0800X
128521,0.0,2084N0400X
128522,0.0,2084P0800X
128523,1.0,2084P0800X
128524,1.0,2084N0400X
128525,1.0,207RG0100X
128526,0.0,2084N0400X
128527,1.0,2085R0001X
128528,0.0,2084P0800X
128529,0.0,207R00000X
128530,0.0,2084P0800X
128531,1.0,2084P0800X
128532,0.0,2084N0400X
128533,1.0,2084P0800X
128534,0.0,2084P0800X
128535,1.0,2084N0400X
128536,1.0,2084N0400X
128537,0.0,2084P0800X
128538,0.0,2084P0800X
128539,0.0,2084P0800X
128540,1.0,363LP0808X
128541,0.0,2084N0400X
128542,0.0,2084P0800X
128543,0.0,2084P0800X
128544,1.0,2084P0800X
128545,0.0,2084N0400X
128546,0.0,2084P0800X
128547,1.0,2084N0400X
128548,0.0,2084P0800X
128549,0.0,2084P0800X
128550,0.0,2084P0800X
128551,1.0,2084P0800X
128552,0.0,2084P0800X
128553,1.0,2084N0400X
128554,1.0,207RR0500X
128555,0.0,2084P0800X
128556,0.0,2084P0800X
128557,0.0,2084P0800X
128558,1.0,2084P0800X
128559,1.0,2084N0400X
128560,1.0,2084P0800X
128561,1.0,2084P0800X
128562,0.0,2084P0800X
128563,0.0,2084N0400X
128564,0.0,2084P0800X
128565,0.0,2084P0800X
128566,0.0,207Q00000X
128567,0.0,2084P0800X
128568,1.0,2084P0800X
128569,0.0,2084P0800X
128570,1.0,2084N0600X
128571,0.0,2084P0800X
128572,1.0,2084N0400X
128573,1.0,207Q00000X
128574,0.0,2084P0800X
128575,0.0,2084N0400X
128576,1.0,207RG0100X
128577,0.0,2084N0400X
128578,0.0,2084P0800X
128579,1.0,2084N0400X
128580,0.0,2084P0800X
128581,0.0,2084P0800X
128582,1.0,2084N0400X
128583,1.0,2084P0800X
128584,0.0,207Q00000X
128585,0.0,2084P0800X
128586,0.0,207Q00000X
128587,1.0,207RG0100X
128588,0.0,2084P0800X
128589,1.0,2084N0400X
128590,0.0,2084P0800X
128591,1.0,2084P0800X
128592,0.0,207Q00000X
128593,1.0,183500000X
128594,0.0,2084N0400X
128595,0.0,2084P0800X
128596,0.0,2084P0800X
128597,0.0,2084P0800X
128598,0.0,2084P0800X
128599,0.0,2084N0400X
128600,0.0,363A00000X
128601,0.0,2084N0400X
128602,1.0,2084N0400X
128603,1.0,2084P0800X
128604,0.0,2084P0800X
128605,0.0,2084P0800X
128606,0.0,2084P0800X
128607,1.0,2084N0400X
128608,0.0,2084P0800X
128609,0.0,207RP1001X
128610,1.0,2084P0800X
128611,0.0,2084P0800X
128612,1.0,2084P0800X
128613,0.0,2084N0400X
128614,1.0,207RG0100X
128615,1.0,2084N0400X
128616,0.0,2084P0800X
128617,1.0,2084N0400X
128618,0.0,2084P0800X
128619,0.0,2084P0800X
128620,0.0,2084P0800X
128621,0.0,2084P0800X
128622,1.0,2084P0800X
128623,1.0,2084N0400X
128624,1.0,207RG0100X
128625,0.0,2084N0400X
128626,1.0,2084N0400X
128627,0.0,2084N0400X
128628,1.0,2084P0800X
128629,0.0,2084P0800X
128630,1.0,2084P0800X
128631,0.0,2084N0400X
128632,1.0,2084P0800X
128633,0.0,2084P0800X
128634,0.0,207Q00000X
128635,0.0,2084P0800X
128636,0.0,207R00000X
128637,0.0,2084N0400X
128638,0.0,2084P0800X
128639,0.0,2084N0400X
128640,1.0,2084P0800X
128641,0.0,2084P0800X
128642,0.0,2084P0800X
128643,0.0,2084P0800X
128644,0.0,2084P0800X
128645,0.0,2084P0800X
128646,0.0,2084N0400X
128647,0.0,2084N0400X
128648,1.0,2084P0800X
128649,0.0,2084P0800X
128650,0.0,2084P0800X
128651,1.0,2084N0400X
128652,0.0,2084P0800X
128653,0.0,2084N0400X
128654,1.0,207RG0100X
128655,1.0,2084P0800X
128656,1.0,2084P0800X
128657,1.0,2084P0800X
128658,1.0,2084P0800X
128659,1.0,2084P0800X
128660,0.0,2084P0800X
128661,0.0,2084P0800X
128662,0.0,2084N0400X
128663,1.0,2084P0800X
128664,0.0,2084N0400X
128665,1.0,207RG0100X
128666,0.0,2084N0400X
128667,1.0,2084P0800X
128668,1.0,2084N0400X
128669,0.0,2084N0400X
128670,0.0,2084P0800X
128671,0.0,2084N0400X
128672,0.0,2084P0800X
128673,0.0,174400000X
128674,0.0,2084P0800X
128675,0.0,2084P0800X
128676,1.0,2084P0800X
128677,1.0,207RG0100X
128678,0.0,2084N0400X
128679,0.0,2084N0400X
128680,0.0,2084P0800X
128681,0.0,207Q00000X
128682,0.0,2084P0800X
128683,0.0,2084P0800X
128684,0.0,2084P0800X
128685,0.0,2084N0400X
128686,0.0,2084P0800X
128687,0.0,2084N0400X
128688,0.0,2084P0800X
128689,0.0,2084N0400X
128690,0.0,2084P0800X
128691,0.0,2084N0400X
128692,1.0,2084P0800X
128693,1.0,2084P0800X
128694,0.0,2084P0800X
128695,0.0,2084N0400X
128696,1.0,207RG0100X
128697,0.0,2084P0800X
128698,0.0,2084P0800X
128699,0.0,2084P0800X
128700,0.0,2084P0800X
128701,1.0,207Q00000X
128702,0.0,2084P0800X
128703,0.0,207Q00000X
128704,1.0,207RG0100X
128705,1.0,2085R0001X
128706,1.0,2084N0400X
128707,1.0,207N00000X
128708,0.0,2084P0800X
128709,0.0,2084P0800X
128710,0.0,2084N0400X
128711,1.0,2084P0800X
128712,0.0,2084P0800X
128713,1.0,2084P0800X
128714,0.0,2084N0400X
128715,0.0,2084P0800X
128716,0.0,2084P0800X
128717,1.0,207R00000X
128718,0.0,2084P0800X
128719,0.0,2084N0400X
128720,0.0,2084N0400X
128721,0.0,2084P0800X
128722,0.0,2084P0800X
128723,0.0,2084N0400X
128724,0.0,2084P0800X
128725,0.0,2084P0800X
128726,0.0,2084P0800X
128727,0.0,2084P0800X
128728,1.0,363LF0000X
128729,0.0,2084P0800X
128730,1.0,2084P0800X
128731,0.0,2084P0800X
128732,0.0,2084P0800X
128733,0.0,207Q00000X
128734,0.0,2084N0400X
128735,0.0,2084N0400X
128736,0.0,2084P0800X
128737,0.0,2084P0800X
128738,0.0,2084P0800X
128739,1.0,207RG0100X
128740,0.0,2084P0800X
128741,0.0,2084P0800X
128742,0.0,2084N0400X
128743,0.0,2084P0800X
128744,0.0,2084P0800X
128745,0.0,2084N0400X
128746,0.0,2084P0800X
128747,1.0,2084N0400X
128748,0.0,207Q00000X
128749,0.0,2084N0400X
128750,0.0,2084P0800X
128751,1.0,2084P0800X
128752,0.0,207Q00000X
128753,1.0,2084P0800X
128754,0.0,2084P0800X
128755,0.0,2084P0800X
128756,0.0,207Q00000X
128757,0.0,2084N0400X
128758,0.0,2084N0400X
128759,0.0,2084P0800X
128760,0.0,367A00000X
128761,0.0,2084N0400X
128762,0.0,2084P0800X
128763,0.0,2084P0800X
128764,0.0,2084N0400X
128765,0.0,207Q00000X
128766,1.0,2084P0800X
128767,1.0,2084P0800X
128768,0.0,2084P0800X
128769,1.0,2084N0400X
128770,0.0,2084P0800X
128771,1.0,2084N0400X
128772,0.0,207RC0000X
128773,0.0,2084N0400X
128774,1.0,2084P0800X
128775,0.0,2084P0800X
128776,0.0,2084P0800X
128777,0.0,207Q00000X
128778,0.0,2084P0800X
128779,0.0,2084P0800X
128780,0.0,2084P0800X
128781,0.0,2084P0800X
128782,1.0,2084P0800X
128783,0.0,2084P0800X
128784,0.0,2084P0800X
128785,0.0,2084P0800X
128786,0.0,2084P0804X
128787,0.0,2084P0800X
128788,0.0,2084N0400X
128789,0.0,207RH0000X
128790,1.0,2084P0800X
128791,1.0,207Q00000X
128792,0.0,2084P0800X
128793,0.0,2084N0400X
128794,1.0,207Q00000X
128795,1.0,207Q00000X
128796,0.0,2084P0800X
128797,0.0,2084P0800X
128798,1.0,2084P0800X
128799,0.0,2084P0800X
128800,0.0,2084N0400X
128801,0.0,2084P0800X
128802,0.0,2084P0800X
128803,0.0,2084P0800X
128804,0.0,2084P0800X
128805,0.0,207Q00000X
128806,0.0,2084P0800X
128807,0.0,2084P0800X
128808,0.0,2084P0800X
128809,1.0,2084N0400X
128810,0.0,2084N0400X
128811,0.0,2084P0800X
128812,0.0,2084P0800X
128813,0.0,2084P0800X
128814,0.0,2084N0400X
128815,0.0,207Q00000X
128816,1.0,2084N0400X
128817,0.0,2084P0800X
128818,0.0,2084P0800X
128819,0.0,2084P0800X
128820,0.0,2084P0800X
128821,1.0,2084N0400X
